account_id,customer_name,age,occupation,monthly_income,income_band,province,account_open_date,bot_confirmed_mule,bot_flagged_date,connected_component_id,community_id,pagerank_score,triangle_count,two_hop_ratio,device_pattern_cluster,behavior_profile,total_inflow_thb,total_outflow_thb,unique_senders,unique_receivers,avg_hold_time_hours,risk_score
A-1751,สราวุธ ทองดี,48,lawyer,25000.00,15-30K,Phuket,2025-02-03,f,,0,0,0.333412,7,0,1099511627781,steady,1075763.79,89548.22,12,10,651.06,0.1455
A-1752,นิภา ตันติกุล,49,driver,25000.00,15-30K,Songkhla,2019-02-27,f,,0,17179869188,0.534292,44,0.0293,1649267441668,steady,1376291.92,111310.44,18,19,737.17,0.2184
A-1753,ปวีณา แสงจันทร์,38,civil_servant,25000.00,15-30K,Songkhla,2025-06-13,f,,0,0,0.556608,45,0.0186,523986010115,steady,844483.51,223655.95,20,26,746.32,0.2267
A-1754,อภิสิทธิ์ พิทักษ์,22,teacher,20000.00,15-30K,Udon Thani,2022-07-25,f,,0,0,0.643572,27,0.0073,592705486854,steady,1894348.99,60213.97,23,8,686.22,0.2473
A-1755,เบญจมาศ ศักดิ์สิทธิ์,40,office_worker,35000.00,30-60K,Nakhon Ratchasima,2025-08-26,f,,0,0,0.685266,18,0.0036,223338299395,steady,870986.72,139579.40,21,20,809.29,0.2269
A-1756,วรพล ธนาคม,54,accountant,20000.00,15-30K,Chiang Rai,2024-11-06,f,,0,0,0.549867,19,0.0136,1692217114626,steady,1641276.46,89116.49,22,11,656.53,0.2256
A-1757,สมชาย กิจเจริญ,45,teacher,80000.00,60K+,Songkhla,2023-04-04,f,,0,0,0.473817,14,0,807453851652,steady,826425.12,55769.75,14,9,776.38,0.1611
A-1758,รัตนา ไชยวงค์,48,lawyer,20000.00,15-30K,Samut Prakan,2021-07-12,f,,0,0,0.387895,12,0.0166,584115552260,steady,1203255.74,160572.37,12,15,804.66,0.1614
A-1759,นพดล ศรีวิชัย,30,retired,80000.00,60K+,Chiang Mai,2023-10-03,f,,0,17179869188,0.514342,22,0.0188,1434519076869,steady,557913.72,134577.70,18,17,816.2,0.1878
A-1760,อัจฉรา แซ่ลิ้ม,39,accountant,60000.00,60K+,Chiang Mai,2019-11-07,f,,0,0,0.551529,15,0.0496,472446402564,steady,245643.56,66142.24,17,10,906.3,0.1986
A-1761,กมลวรรณ ชูศรี,60,nurse,80000.00,60K+,Samut Prakan,2021-01-26,f,,0,17179869188,0.540628,28,0.0792,283467841539,steady,226916.50,168640.37,17,24,810.34,0.2061
A-1762,กฤษณะ พานิชย์,31,chef,45000.00,30-60K,Rayong,2025-04-27,f,,0,0,0.717175,18,0.0228,137438953476,steady,1552807.35,86195.42,20,11,711.78,0.2349
A-1763,สมชาย สิทธิชัย,55,retired,100000.00,60K+,Khon Kaen,2021-08-17,f,,0,0,0.366087,14,0.0069,386547056643,steady,1229559.56,82536.12,16,12,658.75,0.1475
A-1764,สราวุธ อมรรัตน์,27,student,45000.00,30-60K,Bangkok,2023-10-15,f,,0,0,0.503464,19,0.0067,1709396983809,steady,1830848.06,106729.92,18,14,721.75,0.1821
A-1765,ธีรภัทร สมบูรณ์,51,merchant,60000.00,60K+,Nonthaburi,2025-08-17,f,,0,0,0.50731,11,0,627065225222,steady,126980.84,107521.86,16,13,700.27,0.1735
A-1766,สุรชัย สิทธิชัย,43,lawyer,15000.00,15-30K,Songkhla,2022-01-08,f,,0,0,0.697594,21,0.0157,730144440323,steady,161887.14,165923.21,19,20,879.42,0.2466
A-1767,รัฐพล ลิ้มประเสริฐ,42,teacher,15000.00,15-30K,Bangkok,2022-03-02,f,,0,0,0.473218,26,0.0172,489626271747,steady,1039244.35,95339.37,18,11,769.04,0.1999
A-1768,รัฐพล ประเสริฐศรี,53,student,20000.00,15-30K,Samut Prakan,2024-11-14,f,,0,0,0.564102,19,0.0932,1460288880644,steady,393991.55,123690.49,17,14,705.95,0.2327
A-1769,พงศ์พัฒน์ แซ่ตั้ง,54,driver,60000.00,60K+,Chiang Mai,2022-06-27,f,,0,0,0.487795,19,0,1125281431554,steady,526406.23,86541.48,16,12,446.18,0.171
A-1770,สุกัญญา วัฒนา,20,teacher,45000.00,30-60K,Lampang,2023-04-17,f,,0,0,0.632497,32,0.0491,180388626434,steady,942884.84,105728.12,20,13,768.26,0.2271
A-1771,นิภา เทพพิทักษ์,33,teacher,35000.00,30-60K,Pathum Thani,2021-03-22,f,,0,0,0.386132,15,0,1529008357378,steady,706829.96,91707.27,14,12,708.31,0.1437
A-1772,มาลี ลิ้มประเสริฐ,49,merchant,20000.00,15-30K,Khon Kaen,2020-07-31,f,,0,0,0.489701,16,0.0251,446676598787,steady,442453.60,103247.93,15,16,486.44,0.194
A-1773,สมหญิง บุญมาก,48,civil_servant,60000.00,60K+,Nakhon Ratchasima,2021-01-15,f,,0,0,0.678548,16,0.1485,1194000908291,steady,154298.38,163156.35,19,17,741.37,0.2551
A-1774,วิชัย คำแก้ว,64,engineer,45000.00,30-60K,Pathum Thani,2020-07-07,f,,0,0,0.709511,33,0.0173,712964571140,steady,1573021.66,87990.76,24,13,594.03,0.2472
A-1775,สุรชัย ตันติกุล,21,accountant,80000.00,60K+,Chiang Rai,2019-08-03,f,,0,0,0.462157,29,0.0143,85899345923,steady,1281252.29,143292.09,14,17,769.02,0.165
A-1776,สมชาย เจริญผล,27,nurse,15000.00,15-30K,Samut Prakan,2019-11-08,f,,0,0,0.482835,15,0.0074,858993459203,steady,845610.80,78059.81,16,11,620.26,0.1911
A-1777,สมศักดิ์ ศักดิ์สิทธิ์,57,engineer,25000.00,15-30K,Chiang Rai,2023-01-19,f,,0,0,0.519961,12,0.3217,180388626435,steady,142887.62,139578.57,14,15,691.74,0.2703
A-1778,นภาพร อินทร์แก้ว,30,lawyer,35000.00,30-60K,Samut Prakan,2024-10-09,f,,0,0,0.650807,22,0.0066,1314259992577,steady,769249.07,123571.17,18,17,819.43,0.2121
A-1779,นิภา สุขสวัสดิ์,65,engineer,45000.00,30-60K,Pathum Thani,2021-01-13,f,,0,0,0.890762,53,0.0421,146028888066,steady,798278.98,136147.79,27,19,665.49,0.3027
A-1780,ปิยะดา แสงจันทร์,52,retired,100000.00,60K+,Nonthaburi,2023-03-22,f,,0,0,0.563105,10,0.0206,17179869189,steady,307448.28,82664.29,14,11,655.91,0.1833
A-1781,สุกัญญา บุญมาก,42,chef,80000.00,60K+,Samut Prakan,2021-07-06,f,,0,0,0.654504,20,0.1149,498216206341,steady,645466.39,88904.13,22,15,676.1,0.252
A-1782,กมลวรรณ กิจเจริญ,49,merchant,25000.00,15-30K,Surat Thani,2024-09-01,f,,0,0,0.526448,26,0.1202,1374389534724,steady,386308.44,122263.63,18,17,724.6,0.2363
A-1783,อภิสิทธิ์ พานิชย์,40,accountant,20000.00,15-30K,Nonthaburi,2023-06-05,f,,0,17179869188,0.481776,12,0.0094,1649267441669,steady,833545.67,97646.99,15,11,706.7,0.1878
A-1784,วิชัย สว่างวงศ์,55,chef,45000.00,30-60K,Nonthaburi,2023-11-28,f,,0,0,0.672542,36,0.0192,197568495620,steady,267469.32,91891.35,21,14,657.52,0.2315
A-1785,ชาญวิทย์ วงศ์สกุล,20,student,100000.00,60K+,Chiang Mai,2020-04-15,f,,0,0,0.795961,39,0,1657857376261,steady,858571.07,109568.71,24,17,817.99,0.2613
A-1786,ธนกฤต วัฒนา,45,retired,20000.00,15-30K,Nakhon Ratchasima,2021-01-01,f,,0,0,0.496654,11,0.045,970662608901,steady,887938.95,73499.44,19,11,573.77,0.212
A-1787,ชุติมา อินทร์แก้ว,34,chef,100000.00,60K+,Chiang Rai,2022-03-26,f,,0,0,0.517157,15,0.0918,833223655430,steady,248525.04,90347.17,16,12,860.88,0.1991
A-1788,กัญญา ใจดี,42,accountant,80000.00,60K+,Chiang Mai,2024-07-17,f,,0,0,0.672222,22,0.0387,1194000908292,steady,740553.51,116602.47,22,14,693.27,0.2369
A-1789,สุทธิพงศ์ พงษ์สวัสดิ์,51,accountant,35000.00,30-60K,Rayong,2020-08-14,f,,0,0,0.526402,27,0,489626271748,steady,275303.45,105115.97,17,19,785.67,0.1833
A-1790,อรุณี สิทธิชัย,63,office_worker,25000.00,15-30K,Khon Kaen,2023-05-27,f,,0,0,0.670762,22,0.0034,1099511627782,steady,551544.89,75710.93,20,14,784.14,0.2415
A-1791,ชัยวัฒน์ ภูวนาท,62,lawyer,100000.00,60K+,Udon Thani,2024-05-02,f,,0,17179869188,0.615026,19,0.0096,601295421444,steady,1339026.87,40257.23,21,8,886.95,0.2145
A-1792,จุฑามาศ บุญมาก,54,lawyer,15000.00,15-30K,Phuket,2019-06-19,f,,0,0,0.515209,25,0.0103,584115552261,steady,1376539.93,93782.45,18,14,560.25,0.2064
A-1793,เกียรติศักดิ์ พานิชย์,44,accountant,100000.00,60K+,Lampang,2019-07-07,f,,0,0,0.568913,17,0.1799,532575944710,steady,139504.48,77335.80,17,14,709.87,0.235
A-1794,ประเสริฐ ชูศรี,47,teacher,45000.00,30-60K,Nonthaburi,2023-06-22,f,,0,0,0.331282,10,0.0896,1056561954817,steady,74965.07,149279.33,9,19,752.58,0.1386
A-1795,กิตติพงศ์ ภูวนาท,50,lawyer,25000.00,15-30K,Chiang Rai,2024-10-16,f,,0,0,0.855315,25,0.0169,1357209665539,steady,909809.21,80541.22,28,8,737.07,0.3073
A-1796,สุรชัย รัตนกุล,69,nurse,60000.00,60K+,Rayong,2019-10-19,f,,0,17179869188,0.549861,14,0,429496729603,steady,216389.96,96541.65,17,11,741.88,0.1856
A-1797,ธีรภัทร ลิ้มประเสริฐ,67,civil_servant,15000.00,15-30K,Songkhla,2022-12-08,f,,0,0,0.560386,23,0.0197,704374636553,steady,1420448.29,109376.60,18,14,877.59,0.2174
A-1798,ณัฐพล อินทร์แก้ว,23,student,35000.00,30-60K,Chiang Mai,2021-11-20,f,,0,0,0.472844,23,0.1012,60129542147,steady,166395.45,142677.45,14,16,687.91,0.1878
A-1799,สุภาพร ใจดี,27,driver,25000.00,15-30K,Nonthaburi,2019-05-01,f,,0,17179869188,0.763501,31,0.0298,300647710725,steady,1000052.11,144266.38,24,17,621.98,0.2808
A-1800,พีรพัฒน์ แซ่ลิ้ม,37,office_worker,100000.00,60K+,Chiang Rai,2025-09-14,f,,0,0,0.713942,25,0.0261,1382979469317,steady,1216691.65,100422.54,22,11,807.29,0.2426
A-1801,ธนพร วัฒนา,56,merchant,100000.00,60K+,Udon Thani,2020-03-25,f,,0,0,0.489256,27,0.015,1168231104516,steady,1173377.05,116798.62,17,16,674.23,0.1796
A-1802,รัฐพล ศรีสุข,59,nurse,60000.00,60K+,Rayong,2023-12-31,f,,0,0,0.484725,20,0.0323,1013612281861,steady,210631.18,88536.11,17,11,787.12,0.1818
A-1803,ภูมิพัฒน์ เทพพิทักษ์,36,office_worker,45000.00,30-60K,Pathum Thani,2025-07-17,f,,0,0,0.803049,33,0.0165,1305670057993,steady,944922.41,155597.52,26,17,653.66,0.272
A-1804,วันดี สว่างวงศ์,57,driver,45000.00,30-60K,Phuket,2019-11-12,f,,0,0,0.564822,22,0.3602,970662608902,steady,171008.29,120568.59,21,19,608.72,0.2926
A-1805,สุกัญญา พลอยแก้ว,70,merchant,45000.00,30-60K,Songkhla,2024-10-08,f,,0,0,0.562361,15,0,481036337154,steady,573110.37,55940.43,17,7,1102.39,0.1883
A-1806,สมชาย รุ่งเรือง,45,nurse,100000.00,60K+,Rayong,2025-04-01,f,,0,0,0.507333,22,0.0019,721554505734,steady,1533422.44,87779.74,17,13,737.54,0.1791
A-1807,นิภา เทพพิทักษ์,33,student,100000.00,60K+,Rayong,2022-02-11,f,,0,17179869188,0.57282,13,0,472446402565,steady,110397.22,76947.57,18,10,691.21,0.1932
A-1808,สมศักดิ์ พานิชย์,53,engineer,60000.00,60K+,Rayong,2024-04-18,f,,0,0,0.690211,36,0.0083,1065151889412,steady,2304285.23,130570.93,24,19,671.21,0.2417
A-1809,ณัฐพล ชัยสิทธิ์,40,merchant,35000.00,30-60K,Khon Kaen,2023-09-26,f,,0,0,0.677989,43,0.0264,1168231104517,steady,1257809.79,109931.35,24,13,769.76,0.245
A-1810,ธนวัฒน์ พานิชย์,35,merchant,25000.00,15-30K,Udon Thani,2021-04-06,f,,0,0,0.320463,6,0.1466,592705486855,steady,69535.48,93073.23,9,14,748.36,0.17
A-1811,สมศักดิ์ ทองดี,47,student,15000.00,15-30K,Khon Kaen,2021-05-17,f,,0,0,0.551172,7,0,1125281431555,steady,410613.32,46789.93,18,6,376.5,0.2078
A-1812,วีรยุทธ วงศ์สกุล,61,office_worker,100000.00,60K+,Songkhla,2019-05-02,f,,0,0,0.49608,10,0.0682,601295421445,steady,113722.99,163105.17,15,15,858.07,0.185
A-1813,ดวงใจ รัตนกุล,46,driver,20000.00,15-30K,Nakhon Ratchasima,2023-07-24,f,,0,0,0.531905,21,0.0088,1391569403906,steady,859639.60,87388.64,20,13,828.91,0.2149
A-1814,พิมพ์ชนก ศรีวิชัย,53,student,45000.00,30-60K,Chiang Mai,2024-09-04,f,,0,0,0.57528,21,0.5581,592705486856,steady,91337.24,92319.46,17,14,532.3,0.3315
A-1815,ธนพร สิทธิชัย,57,retired,80000.00,60K+,Chiang Mai,2021-10-03,f,,0,17179869188,0.738374,20,0.0043,858993459204,steady,1000228.41,77121.08,24,8,606.28,0.2474
A-1816,สุภาพร ภูวนาท,37,accountant,80000.00,60K+,Surat Thani,2021-12-17,f,,0,0,0.611668,24,0.0195,1022202216453,steady,673944.29,132862.64,19,16,827.8,0.2109
A-1817,ณัฐธิดา สิทธิชัย,40,lawyer,80000.00,60K+,Songkhla,2024-06-08,f,,0,0,0.426981,31,0.0117,833223655431,steady,1857724.71,57887.23,15,11,701.56,0.1608
A-1818,เบญจมาศ อมรรัตน์,39,office_worker,15000.00,15-30K,Khon Kaen,2019-09-21,f,,0,0,0.704016,20,0.0179,566935683072,steady,1254068.14,106453.07,24,15,755.54,0.2639
A-1819,พิมพ์ชนก แสงจันทร์,60,retired,60000.00,60K+,Phuket,2020-06-23,f,,0,0,0.323663,7,0,575525617666,steady,537914.77,49153.69,12,6,511.6,0.1235
A-1820,ปรัชญา ชัยสิทธิ์,36,nurse,20000.00,15-30K,Lampang,2021-10-01,f,,0,17179869188,0.656782,37,0.0321,1331439861763,steady,959579.06,153583.21,24,19,738.03,0.2611
A-1821,วิชัย ภูวนาท,69,student,80000.00,60K+,Udon Thani,2019-06-28,f,,0,0,0.358829,23,0.0192,541165879302,steady,1050610.21,176656.91,12,23,679.78,0.1382
A-1822,วันดี ศรีสุข,65,chef,20000.00,15-30K,Songkhla,2020-11-27,f,,0,0,0.510954,35,0.0551,25769803783,steady,935205.57,149126.98,16,19,628.21,0.2123
A-1823,ปิยะดา แสงจันทร์,49,retired,15000.00,15-30K,Samut Prakan,2019-09-11,f,,0,17179869188,0.464625,11,0.0078,962072674307,steady,429834.03,99971.58,16,14,833.14,0.1869
A-1824,นภาพร ชัยสิทธิ์,45,engineer,45000.00,30-60K,Nakhon Ratchasima,2022-08-18,f,,0,17179869188,0.670993,14,0,609885356038,steady,164479.55,88407.60,20,11,716.03,0.2192
A-1825,กัญญา สมบูรณ์,70,driver,100000.00,60K+,Chonburi,2024-06-22,f,,0,0,0.619459,18,0.0283,876173328392,steady,839028.02,110870.36,18,16,706.34,0.2105
A-1826,วีรยุทธ แซ่ลิ้ม,32,merchant,80000.00,60K+,Rayong,2023-03-26,f,,0,17179869188,0.388144,18,0.0277,1537598291970,steady,1028315.46,93891.33,13,11,697.1,0.1485
A-1827,ธนพร สมบูรณ์,21,lawyer,35000.00,30-60K,Pathum Thani,2020-02-09,f,,0,0,0.394611,7,0.0083,1219770712066,steady,885422.61,76302.64,14,13,736.31,0.146
A-1828,จิรายุ ชัยสิทธิ์,45,civil_servant,80000.00,60K+,Chiang Rai,2022-01-10,f,,0,0,0.383649,19,0.33,1675037245443,steady,99297.16,147496.26,11,21,729.49,0.2171
A-1829,มาลี บุญมาก,65,lawyer,80000.00,60K+,Nakhon Ratchasima,2024-03-13,f,,0,17179869188,0.549807,12,0.4741,8589934596,steady,124339.06,78677.92,17,13,692.85,0.3038
A-1830,ธีรภัทร มงคลชัย,70,nurse,45000.00,30-60K,Chiang Rai,2024-08-26,f,,0,0,0.592285,11,0.1123,1047972020225,steady,134985.53,111476.91,16,14,737.87,0.2185
A-1831,ธนวัฒน์ สิทธิชัย,66,student,35000.00,30-60K,Bangkok,2023-10-20,f,,0,0,0.565498,6,0,1546188226563,steady,923291.74,98430.53,19,9,809.05,0.1936
A-1832,ชัยวัฒน์ ใจดี,35,civil_servant,100000.00,60K+,Chiang Mai,2021-11-23,f,,0,0,0.704209,26,0.0275,1099511627783,steady,1305004.31,82044.78,22,10,765.13,0.2412
A-1833,กมลวรรณ คำแก้ว,28,driver,80000.00,60K+,Pathum Thani,2021-06-28,f,,0,0,0.415529,18,0.0142,1090921693187,steady,841649.65,88659.70,15,10,691.45,0.1568
A-1834,ภูมิพัฒน์ สว่างวงศ์,26,lawyer,15000.00,15-30K,Lampang,2019-09-11,f,,0,0,0.59166,13,0.0502,1322849927170,steady,220415.80,73906.00,21,11,562.74,0.2389
A-1835,สุวรรณา แซ่ตั้ง,20,nurse,80000.00,60K+,Chonburi,2022-07-03,f,,0,17179869188,0.496041,13,0.2228,506806140931,steady,99359.66,122284.42,17,15,834.98,0.2304
A-1836,กัญญา วงศ์สกุล,36,teacher,100000.00,60K+,Songkhla,2022-11-30,f,,0,0,0.548994,29,0.0168,94489280514,steady,1357343.25,110683.49,18,12,612.44,0.1955
A-1837,มาลี ศักดิ์สิทธิ์,36,merchant,60000.00,60K+,Pathum Thani,2019-08-09,f,,0,0,0.452077,14,0.005,481036337155,steady,922666.10,105950.76,15,14,717.68,0.1611
A-1838,วีรยุทธ ชัยสิทธิ์,38,nurse,45000.00,30-60K,Songkhla,2024-11-27,f,,0,0,0.987597,43,0.0266,1529008357379,steady,1036747.57,88237.98,30,12,656.16,0.3257
A-1839,สุรชัย พิทักษ์,55,student,100000.00,60K+,Chonburi,2019-09-15,f,,0,0,0.361226,11,0.009,111669149697,steady,817206.91,116133.33,13,17,664.82,0.1371
A-1840,วีรยุทธ ภูวนาท,36,teacher,100000.00,60K+,Bangkok,2024-01-02,f,,0,0,0.453127,29,0.0243,1314259992578,steady,702526.60,127070.33,16,17,571.05,0.172
A-1841,ปรัชญา สิทธิชัย,65,lawyer,100000.00,60K+,Chiang Mai,2024-03-29,f,,0,0,0.466643,23,0.0229,1408749273090,steady,1489862.83,100978.62,16,17,589.75,0.1732
A-1842,อรทัย ศักดิ์สิทธิ์,33,nurse,25000.00,15-30K,Chiang Rai,2020-12-30,f,,0,0,0.767472,26,0.0115,1400159338499,steady,877771.92,76408.24,22,14,725.2,0.2698
A-1843,พิมพ์ชนก ภูวนาท,53,civil_servant,25000.00,15-30K,Nonthaburi,2023-10-12,f,,0,0,0.580782,20,0.0227,94489280515,steady,1460772.71,73811.99,18,10,639.65,0.2217
A-1844,สราวุธ เจริญผล,21,nurse,20000.00,15-30K,Rayong,2023-07-13,f,,0,0,0.361693,25,0.0253,1443109011458,steady,982290.49,159399.85,14,19,780.14,0.167
A-1845,กิตติพงศ์ ศรีวิชัย,21,merchant,100000.00,60K+,Nonthaburi,2024-06-28,f,,0,0,0.380022,10,0.0992,1202590842883,steady,68861.36,73734.73,12,15,741.2,0.1601
A-1846,ดวงใจ ชูศรี,22,student,100000.00,60K+,Chonburi,2022-10-02,f,,0,17179869188,0.548361,17,0.0042,936302870529,steady,1457503.31,59433.75,16,10,793.02,0.1838
A-1847,นิภา ศรีวิชัย,61,nurse,60000.00,60K+,Phuket,2019-09-25,f,,0,0,0.385323,12,0.0317,1443109011459,steady,829950.20,138181.20,14,14,765.29,0.1509
A-1848,ปรัชญา มงคลชัย,36,teacher,35000.00,30-60K,Chonburi,2023-08-01,f,,0,0,0.452887,24,0.0083,1254130450433,steady,1010460.16,107854.61,15,13,529.34,0.1639
A-1849,ธนวัฒน์ คำแก้ว,38,student,25000.00,15-30K,Pathum Thani,2020-06-17,f,,0,0,0.862925,19,0.3162,455266533378,steady,180717.41,118616.91,26,15,738.81,0.3763
A-1850,มาลี แสงจันทร์,42,student,20000.00,15-30K,Lampang,2023-03-26,f,,0,0,0.500626,41,0.0498,103079215109,steady,1062564.82,182440.78,18,21,716.25,0.2163
A-1851,เบญจมาศ แซ่ตั้ง,37,civil_servant,80000.00,60K+,Chiang Rai,2020-02-14,f,,0,0,0.336961,21,0.0357,1391569403907,steady,617401.06,143908.38,13,19,810.24,0.1408
A-1852,รัตนา พิทักษ์,60,chef,20000.00,15-30K,Nonthaburi,2019-07-25,f,,0,0,0.518151,20,0.0393,1511828488198,steady,1187644.53,107749.70,15,16,671.14,0.204
A-1853,วิชัย สว่างวงศ์,53,student,20000.00,15-30K,Khon Kaen,2022-05-15,f,,0,0,0.53197,19,0.0254,1082331758599,steady,659883.27,86321.36,15,11,686.39,0.2031
A-1854,นพดล พงษ์สวัสดิ์,63,nurse,35000.00,30-60K,Surat Thani,2024-12-22,f,,0,0,0.294539,26,0,1185410973700,steady,768790.95,121893.76,10,17,765.46,0.1149
A-1855,ชัยวัฒน์ ชูศรี,52,merchant,80000.00,60K+,Rayong,2023-09-28,f,,0,0,0.592156,27,0.0287,1675037245444,steady,1399812.88,159063.47,20,16,847.65,0.213
A-1856,สุทธิพงศ์ ใจดี,36,civil_servant,20000.00,15-30K,Chonburi,2024-10-03,f,,0,0,0.706755,23,0.1245,876173328393,steady,391180.62,105253.32,21,14,603.25,0.2823
A-1857,สุทธิพงศ์ ใจดี,22,merchant,80000.00,60K+,Samut Prakan,2022-06-13,f,,0,0,0.411768,14,0.3145,1202590842884,steady,78141.89,100572.79,10,15,655.41,0.2148
A-1858,อภิสิทธิ์ สมบูรณ์,41,teacher,35000.00,30-60K,Rayong,2021-03-09,f,,0,0,0.702896,24,0.0266,292057776130,steady,753524.42,112809.87,26,13,614.85,0.2528
A-1859,อนุชา สว่างวงศ์,54,office_worker,15000.00,15-30K,Udon Thani,2023-07-16,f,,0,0,0.629267,29,0.0194,1494648619012,steady,362563.09,107027.48,22,18,656.68,0.2447
A-1860,วิภาวดี รัตนกุล,39,civil_servant,60000.00,60K+,Chonburi,2023-07-16,f,,0,0,0.658385,23,0.0294,274877906947,steady,213834.31,137370.67,22,19,590.41,0.232
A-1861,รัฐพล สิทธิชัย,27,office_worker,35000.00,30-60K,Nonthaburi,2019-05-30,f,,0,0,0.583453,34,0.0166,1709396983810,steady,1582724.70,147169.85,21,18,609.84,0.2126
A-1862,ปิยะ สิทธิชัย,60,lawyer,35000.00,30-60K,Udon Thani,2020-01-28,f,,0,0,0.794691,39,0.0229,1142461300742,steady,1505796.37,155379.12,24,18,842.65,0.2668
A-1863,มาลี ทองดี,27,teacher,25000.00,15-30K,Rayong,2024-02-07,f,,0,0,0.477657,20,0.0309,661424963589,steady,555746.75,75423.53,17,11,880.72,0.2
A-1864,ประเสริฐ คำแก้ว,32,nurse,80000.00,60K+,Phuket,2019-09-06,f,,0,0,0.503403,41,0.0713,953482739717,steady,350167.69,136526.30,19,21,534.77,0.2053
A-1865,ดวงใจ เทพพิทักษ์,22,accountant,80000.00,60K+,Lampang,2024-07-24,f,,0,0,0.667008,27,0.0316,17179869190,steady,498683.62,63360.78,21,11,813.99,0.2318
A-1866,นิภา ศรีสุข,65,office_worker,15000.00,15-30K,Khon Kaen,2023-11-04,f,,0,0,0.598173,22,0.0361,1692217114627,steady,762623.84,135086.27,20,18,780,0.2352
A-1867,สมหญิง ชัยสิทธิ์,27,accountant,60000.00,60K+,Khon Kaen,2024-02-20,f,,0,0,0.562856,18,0.0173,1030792151045,steady,602640.11,90290.26,19,11,609.58,0.1995
A-1868,สราวุธ วัฒนา,42,accountant,35000.00,30-60K,Lampang,2024-10-20,f,,0,0,0.505647,15,0.0509,1099511627784,steady,675354.41,87736.06,18,12,657.32,0.1928
A-1869,สุวรรณา แซ่ตั้ง,38,retired,80000.00,60K+,Samut Prakan,2023-10-14,f,,0,0,0.781535,26,0.0221,549755813890,steady,875992.13,122834.33,24,13,643.46,0.2616
A-1870,กัญญา ประเสริฐศรี,59,engineer,45000.00,30-60K,Nakhon Ratchasima,2020-01-29,f,,0,0,0.712966,39,0.1226,25769803784,steady,432769.36,217338.31,22,24,691.08,0.2691
A-1871,เกียรติศักดิ์ พงษ์สวัสดิ์,26,chef,100000.00,60K+,Bangkok,2022-07-07,f,,0,0,0.812161,43,0.0615,1176821039106,steady,1000177.94,165252.62,27,22,679.04,0.29
A-1872,จุฑามาศ ตันติกุล,42,student,25000.00,15-30K,Bangkok,2021-01-25,f,,0,17179869188,0.471519,33,0.0064,1314259992579,steady,1325484.17,109806.80,18,16,637.8,0.1982
A-1873,มาลี สมบูรณ์,47,merchant,35000.00,30-60K,Songkhla,2020-06-18,f,,0,0,0.802882,45,0.0142,1700807049220,steady,969196.28,124506.46,27,16,539.57,0.2767
A-1874,พรรณี ตันติกุล,69,lawyer,45000.00,30-60K,Chiang Rai,2020-10-21,f,,0,0,0.721627,13,0.1344,558345748484,steady,174556.42,42927.42,22,9,796.96,0.269
A-1875,พัชรี เจริญผล,48,accountant,20000.00,15-30K,Rayong,2020-04-18,f,,0,0,0.707218,25,0.125,1657857376262,steady,177721.75,95931.96,22,14,839.16,0.286
A-1876,ปิยะดา กิจเจริญ,30,student,20000.00,15-30K,Pathum Thani,2021-05-31,f,,0,0,0.511565,30,0.3726,1511828488199,steady,116938.97,132196.28,18,19,942.44,0.2972
A-1877,สมศักดิ์ บุญมาก,66,merchant,25000.00,15-30K,Rayong,2023-03-10,f,,0,0,0.713815,36,0.0483,498216206342,steady,629795.35,103787.97,24,13,453.77,0.2764
A-1878,ชาญวิทย์ ชัยสิทธิ์,46,office_worker,35000.00,30-60K,Chiang Mai,2024-06-03,f,,0,0,0.49412,19,0.0723,627065225223,steady,609052.87,104258.46,16,11,510.48,0.1904
A-1879,อัครพล รุ่งเรือง,65,chef,60000.00,60K+,Phuket,2021-11-11,f,,0,0,0.517167,33,0.0349,429496729604,steady,992672.33,156783.90,14,19,716.85,0.1819
A-1880,วันดี แซ่ตั้ง,47,chef,80000.00,60K+,Bangkok,2024-04-03,f,,0,0,0.717241,39,0.0136,1554778161157,steady,930203.71,82677.79,21,14,646.73,0.2396
A-1881,ศุภกร ชัยสิทธิ์,69,office_worker,20000.00,15-30K,Phuket,2020-01-23,f,,0,0,0.550894,28,0.0186,996432412676,steady,1403784.72,119127.06,18,19,678.34,0.2162
A-1882,รัฐพล รุ่งเรือง,68,office_worker,25000.00,15-30K,Khon Kaen,2025-07-21,f,,0,0,0.382171,17,0.0049,901943132163,steady,1869996.01,57561.84,15,11,574.98,0.1676
A-1883,สมหญิง ศักดิ์สิทธิ์,63,retired,45000.00,30-60K,Lampang,2022-08-17,f,,0,0,0.438544,11,0.0733,257698037765,steady,80733.48,65848.78,11,12,678.99,0.1624
A-1884,พัชรี แสงจันทร์,48,student,35000.00,30-60K,Pathum Thani,2025-03-19,f,,0,17179869188,0.248273,15,0.0069,1494648619013,steady,1663496.89,76867.47,10,11,526.17,0.1054
A-1885,พีรพัฒน์ แซ่ลิ้ม,69,engineer,45000.00,30-60K,Pathum Thani,2020-01-21,f,,0,0,0.544745,14,0.1212,51539607554,steady,105415.03,118906.73,17,14,788.14,0.2149
A-1886,รัฐพล ชัยสิทธิ์,33,merchant,45000.00,30-60K,Bangkok,2024-12-15,f,,0,0,0.589073,26,0.0371,592705486857,steady,556433.11,148288.98,19,21,626.3,0.2112
